tmdbId,review_count,pct_positive,avg_sentiment_score
2675,7,0.42857142857142855,0.999062350818089
2698,1,1.0,0.9982448816299438
2752,1,1.0,0.99887615442276
2755,2,1.0,0.9988187849521637
2756,4,0.75,0.997197687625885
2757,2,1.0,0.9986597001552582
2758,2,1.0,0.9988287091255188
2759,2,0.5,0.9836195409297943
2770,2,0.5,0.9941202104091644
2771,1,1.0,0.9988672733306885
2787,6,0.6666666666666666,0.9981171985467275
2789,4,1.0,0.9984033405780792
2832,5,1.0,0.9988774538040162
2898,3,0.6666666666666666,0.9989981452624003
2907,2,1.0,0.9989041984081268
2924,1,0.0,0.9976493716239929
2928,2,0.5,0.9990987479686737
2978,5,0.6,0.9991299152374268
3021,4,0.75,0.9771234095096588
3034,5,1.0,0.9988613963127136
3035,6,0.8333333333333334,0.9986435174942017
3036,4,0.5,0.9990186542272568
3049,2,1.0,0.9988719522953033
3063,4,0.5,0.9961962550878525
3065,1,0.0,0.9995108842849731
3078,3,1.0,0.9983662962913513
3082,2,1.0,0.9988605380058289
3083,3,1.0,0.9986812273661295
3085,1,1.0,0.9989180564880371
3090,4,1.0,0.9988576173782349
3116,3,1.0,0.9988415638605753
3131,1,1.0,0.9988998174667358
3170,4,0.5,0.9991528540849686
3175,2,1.0,0.998869925737381
3176,1,1.0,0.9988709092140198
3291,1,1.0,0.9988162517547607
3512,3,0.6666666666666666,0.9956072966257731
3525,2,1.0,0.9989054501056671
3529,1,1.0,0.998722493648529
3536,2,1.0,0.9987261891365051
3558,3,1.0,0.9981176654497782
3573,3,1.0,0.9955491423606873
3580,1,1.0,0.9988967180252075
3586,1,1.0,0.9987776875495911
3594,1,0.0,0.9994766116142273
3597,5,0.8,0.9970401644706726
3600,2,0.5,0.9990098178386688
3933,1,1.0,0.9988896250724792
3989,2,1.0,0.9987667500972748
4011,7,0.8571428571428571,0.9985964383397784
4108,2,1.0,0.998866856098175
4133,2,0.0,0.9967080950737
4147,4,0.75,0.999037116765976
4232,2,1.0,0.9989069104194641
4233,3,0.3333333333333333,0.9992347558339437
4234,3,0.3333333333333333,0.9993124802907308
4247,2,1.0,0.9988364279270172
4327,3,0.0,0.9949694871902466
4347,3,1.0,0.9989091555277506
4348,5,1.0,0.9988187670707702
4421,1,0.0,0.9994907379150391
4437,2,1.0,0.9988408386707306
4442,2,0.5,0.9991806447505951
4464,2,1.0,0.9986132979393005
